iter	MultiClass
314	0.6224279755
315	0.6223093864
316	0.6221981025
317	0.6220486533
318	0.6219313135
319	0.6217930443
320	0.6217145452
321	0.6215819211
322	0.6215175512
323	0.6213348235
324	0.6212077477
325	0.6210423143
326	0.6209375275
327	0.6208238176
328	0.6207029915
329	0.6205707648
330	0.6204557259
331	0.6202865099
332	0.620229035
333	0.6201555598
334	0.6200478307
335	0.6199140054
336	0.6198307094
337	0.6196801522
338	0.6196054419
339	0.6194830842
340	0.6193341093
341	0.6192473481
342	0.6191617807
343	0.6190473284
344	0.6189282445
345	0.6187863914
346	0.6186906531
347	0.6185425589
348	0.6184238045
349	0.618311481
350	0.6181718135
351	0.6180457051
352	0.6178879811
353	0.6177706502
354	0.6176529452
355	0.6175409758
356	0.617394059
357	0.6172954396
358	0.6171374045
359	0.617024454
360	0.6169380379
361	0.6167917822
362	0.6166697058
363	0.6166073335
364	0.6165252848
365	0.616374934
366	0.6162300661
367	0.6160854198
368	0.6159634831
369	0.6158042996
370	0.6156906089
371	0.615554235
372	0.6154988581
373	0.6153777127
374	0.6152492601
375	0.6151555782
376	0.6150781198
377	0.6150011499
378	0.6149188153
379	0.6148567222
380	0.6147310698
381	0.6145832974
382	0.6144267891
383	0.6143124872
384	0.6142051975
385	0.6141548714
386	0.6140399691
387	0.6139121489
388	0.6138502857
389	0.6137367777
390	0.6135863002
391	0.6135069517
392	0.6134135137
393	0.6133580968
394	0.6132022245
395	0.6130830386
396	0.6129386797
397	0.6128281573
398	0.6127553674
399	0.6126969589
400	0.6126144418
401	0.6125196259
402	0.6123846034
403	0.6122764296
404	0.6121545564
405	0.6120684613
406	0.6119861649
407	0.6119079823
408	0.6117524784
409	0.6116615338
410	0.6115785148
411	0.6115165714
412	0.611390931
413	0.611291213
414	0.6111970686
415	0.6110834873
416	0.6109626194
417	0.6108578497
418	0.6107248773
419	0.6106634604
420	0.6105619241
421	0.6104962525
422	0.6104375599
423	0.6103406037
424	0.6102329712
425	0.6101474064
426	0.61007948
427	0.6100063487
428	0.6099133454
429	0.6098529597
430	0.6097343195
431	0.6095892283
432	0.6094941139
433	0.6093470894
434	0.609237764
435	0.6091811861
436	0.6091201263
437	0.6090228013
438	0.6088945934
439	0.6087781032
440	0.608668059
441	0.6085563689
442	0.6084967745
443	0.608416981
444	0.6083423969
445	0.6082388002
446	0.608148388
447	0.6080516245
448	0.6079384684
449	0.6078054868
450	0.6076897069
451	0.6076082254
452	0.6075317461
453	0.6074333821
454	0.6073296042
455	0.6072216538
456	0.6071084584
457	0.6070106626
458	0.6069400495
459	0.6068015724
460	0.6067075428
461	0.6066112989
462	0.6065425736
463	0.6064722465
464	0.6063690897
465	0.6062595324
466	0.6061887775
467	0.606065186
468	0.6058960914
469	0.605824219
470	0.6057671959
471	0.6056783503
472	0.6055885164
473	0.6054844398
474	0.6054020866
475	0.6053047739
476	0.6052288028
477	0.6051703777
478	0.6051417643
479	0.605052181
480	0.6049197159
481	0.6048268194
482	0.6047321418
483	0.604598918
484	0.6045290018
485	0.6044303711
486	0.6043584181
487	0.6042527467
488	0.6041589491
489	0.6040651805
490	0.6039327985
491	0.6037933234
492	0.603618616
493	0.6035400463
494	0.6034489754
495	0.6033638756
496	0.6032483325
497	0.603160371
498	0.6030509812
499	0.6029469619
500	0.6028758793
501	0.6027807105
502	0.6026853929
503	0.6025710075
504	0.6024613571
505	0.6024212217
506	0.6023832202
507	0.6022982742
508	0.6022169033
509	0.6021017477
510	0.6019837692
511	0.6018856123
512	0.6017645258
513	0.601702119
514	0.6015346553
515	0.601471329
516	0.6013839965
517	0.6013221254
518	0.6012721894
519	0.6012145474
520	0.6011631814
521	0.6010489117
522	0.6009813267
523	0.6009015164
524	0.6008157309
525	0.6006845863
526	0.6006080768
527	0.6005072648
528	0.6004485716
529	0.6003791806
530	0.6002950303
531	0.6001830008
532	0.6001182533
533	0.6000192211
534	0.5998925804
535	0.5998055681
536	0.5997060776
537	0.59960765
538	0.599520732
539	0.5994016235
540	0.5992111797
541	0.5991509728
542	0.5990909197
543	0.5989962282
544	0.598864847
545	0.5987922796
546	0.5987131555
547	0.5986019387
548	0.5985144739
549	0.5984291006
550	0.5983622628
551	0.5982604262
552	0.5981738129
553	0.5981128197
554	0.5979665372
555	0.5978823968
556	0.5978208421
557	0.5977318977
558	0.5976579151
559	0.5975616516
560	0.5974530844
561	0.5973832615
562	0.5973281836
563	0.5972400189
564	0.5972005277
565	0.5970910888
566	0.5969994696
567	0.5969304932
568	0.5968287229
569	0.5967499382
570	0.5966253321
571	0.5965564405
572	0.5964956988
573	0.5964118596
574	0.5963352946
575	0.5962496895
576	0.5961558978
577	0.5960660597
578	0.5959085748
579	0.5958152859
580	0.5957012645
581	0.5955626613
582	0.5954170925
583	0.5953389237
584	0.5952533564
585	0.5951337234
586	0.5950480508
587	0.5949877497
588	0.5949383951
589	0.5948483332
590	0.5947310668
591	0.5946489761
592	0.5946127267
593	0.594518116
594	0.5944376392
595	0.5943625333
596	0.5942793636
597	0.5941976869
598	0.5941224851
599	0.5940430329
600	0.5939839193
601	0.5938859612
602	0.5937982317
603	0.5937012591
604	0.5935956971
605	0.5935118404
606	0.5934143887
607	0.5932918814
608	0.5932382249
609	0.5931537753
610	0.5930646887
611	0.5929590231
612	0.5928641962
613	0.5927774087
614	0.5926946054
615	0.5925941142
616	0.5925066097
617	0.5924303762
618	0.5923442913
619	0.5922985914
620	0.5922043108
621	0.5920868537
622	0.5920477684
623	0.591994728
624	0.591923161
625	0.5918521097
626	0.5917634113
627	0.5917163082
628	0.5916210362
629	0.5915500221
630	0.5914716831
631	0.5914137661
632	0.5913417878
633	0.5912435997
634	0.591139457
635	0.591044072
636	0.5909763644
637	0.5909101029
638	0.590855762
639	0.5907784331
640	0.5906842564
641	0.5906109655
642	0.5905084939
643	0.5903865326
644	0.5902048316
645	0.5901212676
646	0.5900778418
647	0.590003507
648	0.5899409131
649	0.5898903417
650	0.589766351
651	0.5896358333
652	0.5895404717
653	0.589469323
654	0.5893912265
655	0.5893172555
656	0.5892312888
657	0.5891214556
658	0.5890130623
659	0.5888959818
660	0.5888701131
661	0.5887981625
662	0.5887294756
663	0.5886387545
664	0.5885853317
665	0.5885073204
666	0.5884168594
667	0.5883417034
668	0.5882354037
669	0.5881052528
670	0.5880541267
671	0.5879858208
672	0.5879149136
673	0.5878302919
674	0.5877147532
675	0.5876560838
676	0.5875650946
677	0.5874652845
678	0.5873822229
679	0.5873089691
680	0.5872256742
681	0.5871658917
682	0.5870707045
683	0.5870201016
684	0.586962984
685	0.5868742335
686	0.5867996998
687	0.5867494246
688	0.5866505278
689	0.5865562938
690	0.586488272
691	0.5863955803
692	0.5863087593
693	0.5862357819
694	0.586151634
695	0.5860746725
696	0.5860024146
697	0.5859198538
698	0.5858692344
699	0.5858064217
700	0.5857607419
701	0.5856567507
702	0.5855976888
703	0.5855489629
704	0.5854975018
705	0.5853984467
706	0.5853262028
707	0.5852863827
708	0.5852431642
709	0.5851610723
710	0.5850342639
711	0.584938011
712	0.5848959174
713	0.5848155228
714	0.5847545458
715	0.5846473763
716	0.5845586407
717	0.5844896771
718	0.5843522996
719	0.5843178256
720	0.5842369918
721	0.5841558777
722	0.584075396
723	0.5839970482
724	0.5839105644
725	0.5838113723
726	0.5837536987
727	0.5836813536
728	0.5835996935
729	0.5834909237
730	0.5834311108
731	0.5833582914
732	0.5832966954
733	0.5832014485
734	0.5831141961
735	0.5830285966
736	0.5829429628
737	0.5828428311
738	0.582787818
739	0.5827032955
740	0.5826180682
741	0.5825615848
742	0.5824717461
743	0.5823997725
744	0.582313583
745	0.5822477267
746	0.5821944568
747	0.5820798095
748	0.5820152723
749	0.5819586653
750	0.5818461725
751	0.5817714445
752	0.5816901676
753	0.5815947275
754	0.5814875523
755	0.5813752413
756	0.5813143618
757	0.5812850257
758	0.5811747503
759	0.5810867334
760	0.5809771369
761	0.5809018968
762	0.5808128432
763	0.580726096
764	0.5806098004
765	0.5805659545
766	0.5804669872
767	0.5804092442
768	0.5803625129
769	0.5802637117
770	0.5801771094
771	0.5800918225
772	0.5800293864
773	0.5799635524
774	0.5799058232
775	0.5798360696
776	0.5797365591
777	0.5796876089
778	0.5795729744
779	0.5794655199
780	0.5794110201
781	0.5793337466
782	0.579210822
783	0.5791305761
784	0.5790472336
785	0.5789657968
786	0.5788630691
787	0.578746546
788	0.5786811812
789	0.578589203
790	0.5785281852
791	0.5784257144
792	0.5783614333
793	0.5782891534
794	0.5782293241
795	0.5781782047
796	0.5781236343
797	0.5780432664
798	0.5779808356
799	0.5779032111
800	0.5778393038
801	0.5777626934
802	0.5777112312
803	0.5776501972
804	0.577542703
805	0.5774854825
806	0.5774009077
807	0.5773119401
808	0.5772434643
809	0.5771924794
810	0.5770923403
811	0.5770427385
812	0.5769498888
813	0.5768970067
814	0.5768413155
815	0.5767857077
816	0.5767263243
817	0.5766718146
818	0.5765859648
819	0.576500143
820	0.5764477585
821	0.5763842362
822	0.5763206585
823	0.5762095861
824	0.5761554709
825	0.5759922794
826	0.5758984775
827	0.5758103556
828	0.5757443312
829	0.5756959202
830	0.5756109165
831	0.575514542
832	0.5753950024
833	0.5752977362
834	0.5752018606
835	0.5751407432
836	0.5750745912
837	0.5750223121
838	0.5749455243
839	0.5748860908
840	0.5748031927
841	0.5747050945
842	0.5746014721
843	0.5745035039
844	0.5743907934
845	0.5743018847
846	0.5741671845
847	0.5740980825
848	0.5740576233
849	0.5739805002
850	0.5739228091
851	0.573810864
852	0.5737632606
853	0.5736773554
854	0.5736132563
855	0.573510444
856	0.573476317
857	0.5733886362
858	0.5733126449
859	0.5732552454
860	0.573166006
861	0.5731108297
862	0.5730625786
863	0.5729727951
864	0.5729182334
865	0.5728313095
866	0.5727746615
867	0.572670528
868	0.5726277137
869	0.572560748
870	0.5724638845
871	0.5724021663
872	0.5723591029
873	0.5722991487
874	0.5722387715
875	0.5721700316
876	0.5720957968
877	0.5720081322
878	0.5719637635
879	0.5718863163
880	0.5718183359
881	0.5717389671
882	0.5716411641
883	0.5715375173
884	0.5714602462
885	0.5713918682
886	0.5713324249
887	0.5712667086
888	0.5711883145
889	0.5711172176
890	0.571008415
891	0.5709337874
892	0.5708778363
893	0.5708347982
894	0.5707793091
895	0.5707225434
896	0.5706721775
897	0.5706308281
898	0.5705557134
899	0.5704837415
900	0.5704461718
901	0.570342105
902	0.5702651492
903	0.5702057619
904	0.5701447654
905	0.570071259
906	0.5700037494
907	0.5699295831
908	0.5698619747
909	0.5697681993
910	0.5696881819
911	0.5696335878
912	0.5695731112
913	0.5694905643
914	0.569439358
915	0.5693456178
916	0.5692675708
917	0.5692224204
918	0.5691318368
919	0.5690594619
920	0.5690069637
921	0.5689391087
922	0.5688716147
923	0.5687916108
924	0.5686724754
925	0.5685855486
926	0.5685293839
927	0.5684514748
928	0.5684003039
929	0.5682830748
930	0.5681967164
931	0.5681637378
932	0.5681052961
933	0.5680400603
934	0.5679514515
935	0.5678562431
936	0.5677804017
937	0.5677115147
938	0.567631795
939	0.5675658765
940	0.5675055715
941	0.5674307831
942	0.5673817736
943	0.5672877116
944	0.5672422808
945	0.5671831717
946	0.5670997141
947	0.5670199527
948	0.5669535141
949	0.5668702738
950	0.5667789997
951	0.5667019503
952	0.5666148642
953	0.5665579321
954	0.5664961727
955	0.5664470643
956	0.5663406043
957	0.5662824113
958	0.5662447219
959	0.5661645998
960	0.5660922092
961	0.5660231477
962	0.5659580462
963	0.5658995529
964	0.5658378391
965	0.5657531336
966	0.5656926917
967	0.5656453061
968	0.565584745
969	0.5655277449
970	0.565485466
971	0.5654076152
972	0.565317081
973	0.5652474053
974	0.5651876294
975	0.5651187227
976	0.5650751913
977	0.5649815784
978	0.5649354199
979	0.5648485752
980	0.5647598246
981	0.564670369
982	0.5646026571
983	0.5645372144
984	0.5644689137
985	0.5644184429
986	0.5643486493
987	0.5642956183
988	0.5642433767
989	0.5642169443
990	0.5641725592
991	0.5641370814
992	0.5640762752
993	0.5640160273
994	0.5639600552
995	0.5639037204
996	0.5638559577
997	0.5638067525
998	0.5637725712
999	0.563660165
